"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" "," ","","",""
"Christian McCaffrey","SFhigh","RB1","272.3","1,289.1","11.6","69.9","567.0","4.8","1.7","350.5"
"","low","21.1","87.2","0.7","5.7","37.4","0.0","2.0","34.8"
"Jaylen Wright","MIAhigh","RB65","57.8","270.4","2.2","12.8","104.4","0.7","0.8","66.5"
"","high","102.0","479.0","5.0","17.0","180.0","1.0","0.0","93.8"
"","low","20.0","82.5","0.5","8.7","60.5","0.4","2.0","31.8"
"Cedric Tillman","CLEhigh","WR111","0.0","1.7","0.0","24.2","308.0","2.0","0.2","66.5"
"","high","0.0","5.0","0.0","28.7","374.9","2.2","0.0","88.1"
"","low","0.0","0.0","0.0","21.8","255.0","1.7","0.3","59.1"
"Nelson Agholor","BALhigh","WR112","0.0","2.0","0.0","23.3","291.8","2.1","0.1","65.2"
"","high","0.0","6.0","0.0","25.7","325.5","2.3","0.0","80.7"
"","low","0.0","0.0","0.0","20.0","248.0","2.0","0.3","65.7"
"KaVontae Turpin","DALhigh","WR113","8.7","67.2","0.4","18.7","220.4","2.7","0.4","65.0"
"","high","13.0","127.0","1.0","26.0","291.0","6.0","0.0","84.7"
"","low","4.6","26.1","0.0","11.0","124.0","1.0","1.0","57.5"
"K.J. Osborn","NEhigh","WR114","0.0","2.0","0.0","24.8","299.6","1.7","0.1","64.7"
"","high","0.0","6.0","0.0","33.0","427.0","3.0","0.0","119.1"
"","low","0.0","0.0","0.0","13.3","138.3","0.6","0.2","42.2"
"Jauan Jennings","SFhigh","WR115","0.0","3.3","0.0","23.7","290.1","1.9","0.1","64.2"
"","high","0.0","10.0","0.0","37.0","452.0","3.0","0.0","124.9"
"","low","0.0","0.0","0.0","13.0","151.9","1.2","0.2","45.5"
"Devontez Walker","BALhigh","WR116","0.0","3.5","0.0","22.3","273.2","2.0","0.0","62.1"
"","high","0.0","7.0","0.0","32.0","394.0","3.0","0.0","112.4"
"","low","0.0","0.0","0.0","12.6","152.3","1.1","0.1","43.9"
"Dameon Pierce","HOUhigh","RB66","72.8","306.3","2.2","10.5","76.8","0.2","0.5","61.9"
"","high","90.7","436.0","3.0","13.0","100.0","0.5","0.0","85.8"
"","low","57.6","219.0","1.4","8.8","58.0","0.0","1.0","39.5"
"Audric Estime","DENhigh","RB67","68.2","275.6","1.9","12.9","96.9","0.5","1.4","61.7"
"","high","108.0","454.0","3.0","16.7","120.4","1.0","0.3","72.9"
"","low","47.5","205.0","1.2","10.0","86.1","0.0","2.0","52.0"
"D'Onta Foreman","CLEhigh","RB68","64.2","280.4","2.0","10.6","78.1","0.3","0.2","59.8"
"","high","78.0","327.8","2.6","15.1","108.5","0.5","0.0","72.6"
"","low","50.5","211.3","1.4","6.7","51.7","0.0","0.4","46.7"
"Olamide Zaccheaus","WAShigh","WR117","0.0","5.0","0.0","22.1","270.4","1.6","0.1","58.9"
"","high","0.0","15.0","0.0","36.0","441.0","3.0","0.0","121.7"
"","low","0.0","0.0","0.0","6.8","89.5","0.5","0.2","33.8"
"Javon Baker","NEhigh","WR118","0.0","7.3","0.0","22.3","267.5","1.4","0.0","58.3"
"","high","0.0","22.0","0.0","40.0","485.0","3.0","0.0","131.0"
"","low","0.0","0.0","0.0","12.7","145.3","0.7","0.1","40.6"
"Will Dissly","LAChigh","TE43","0.0","0.0","0.0","24.8","238.8","1.6","0.1","58.1"
"","high","0.0","0.0","0.0","40.9","413.2","2.5","0.0","80.6"
"","low","0.0","0.0","0.0","10.0","102.0","1.0","0.2","37.8"
"Justice Hill","BALhigh","RB69","57.8","231.2","1.6","13.8","102.4","0.5","0.8","57.8"
"","high","104.0","487.0","3.0","19.0","139.0","1.0","0.0","72.0"
"","low","16.6","69.8","0.5","5.0","35.6","0.0","2.0","28.4"
"KhaDarel Hodge","ATLhigh","WR119","0.0","0.0","0.0","20.5","274.0","1.7","0.3","57.6"
"","high","0.0","0.0","0.0","24.7","325.4","2.1","0.3","65.3"
"","low","0.0","0.0","0.0","16.4","222.6","1.3","0.3","50.3"
"Noah Gray","KChigh","TE44","0.0","0.0","0.0","22.6","237.5","1.7","0.1","56.7"
"","high","0.0","0.0","0.0","28.5","301.0","2.3","0.0","84.2"
"","low","0.0","0.0","0.0","4.7","47.4","0.4","0.2","29.5"
"Kendre Miller","NOhigh","RB70","54.2","221.8","1.7","11.9","100.5","0.5","0.7","55.7"
"","high","93.0","347.0","3.0","17.1","143.0","1.0","0.2","71.1"
"","low","23.7","96.1","0.6","6.5","46.4","0.0","1.0","31.1"
"Allen Lazard","NYJhigh","WR120","0.0","0.7","0.0","19.4","250.0","1.8","0.1","55.2"
"","high","0.0","2.0","0.0","32.5","404.2","2.8","0.0","76.6"
"","low","0.0","0.0","0.0","9.0","123.0","1.0","0.1","46.9"
"Xavier Gipson","NYJhigh","WR121","4.6","32.5","0.2","19.4","221.4","1.6","0.1","55.0"
"","high","4.8","42.0","0.3","28.0","302.0","2.2","0.0","99.8"
"","low","4.4","27.2","0.0","8.6","96.4","0.6","0.3","35.7"
"Emanuel Wilson","GBhigh","RB71","51.1","222.5","1.5","11.1","80.3","0.6","0.1","53.9"
"","high","61.4","264.9","2.0","16.0","118.0","1.0","0.0","80.7"
"","low","40.9","164.7","1.0","8.2","57.6","0.4","0.3","41.9"
"JuJu Smith-Schuster","KChigh","WR122","0.3","1.0","0.0","21.4","226.1","1.6","0.0","53.6"
"","high","1.0","2.0","0.0","46.0","480.0","3.0","0.0","79.5"
"","low","0.0","0.0","0.0","8.0","74.3","0.6","0.1","32.6"
"Kimani Vidal","LAChigh","RB72","47.0","231.9","1.6","10.8","76.5","0.3","0.1","52.6"
"","high","68.4","345.0","3.0","17.2","114.7","0.7","0.0","89.4"
"","low","30.0","112.0","0.8","3.0","25.0","0.0","0.2","21.8"
"Parker Washington","JAChigh","WR123","0.0","4.0","0.0","20.4","217.2","1.6","0.0","52.2"
"","high","0.0","12.0","0.0","36.0","386.0","3.0","0.0","114.2"
"","low","0.0","0.0","0.0","3.6","36.8","0.3","0.0","26.4"
"John Metchie III","HOUhigh","WR124","0.0","5.3","0.0","19.2","232.7","1.5","0.1","51.9"
"","high","0.0","16.0","0.0","28.0","324.0","2.0","0.0","93.2"
"","low","0.0","0.0","0.0","12.3","152.9","1.0","0.2","40.2"
"Ty Johnson","BUFhigh","RB73","39.7","165.3","1.1","13.1","111.2","0.7","0.2","51.0"
"","high","52.6","225.3","1.6","18.9","180.8","1.0","0.0","67.6"
"","low","26.8","110.6","0.7","6.4","51.7","0.4","0.4","35.3"
"Keaton Mitchell","BALhigh","RB74","52.5","255.0","1.6","8.6","69.4","0.2","0.7","50.7"
"","high","75.0","454.0","3.0","10.3","78.2","0.5","0.2","62.6"
"","low","41.2","178.0","1.0","7.0","53.4","0.0","1.0","40.4"
"Trenton Irwin","CINhigh","WR125","0.0","1.5","0.0","18.2","230.5","1.5","0.1","50.5"
"","high","0.0","4.0","0.0","36.0","483.0","3.0","0.0","75.2"
"","low","0.0","0.0","0.0","7.5","91.1","0.6","0.2","30.8"
"Eric Gray","NYGhigh","RB75","39.5","206.5","1.4","10.8","73.4","0.5","0.1","50.4"
"","high","53.0","291.0","2.0","13.4","95.0","1.0","0.0","80.4"
"","low","26.0","104.3","0.7","6.1","36.6","0.2","0.3","29.6"
"Tutu Atwell","LARhigh","WR126","2.2","14.1","0.1","17.4","229.7","1.2","0.1","49.1"
"","high","2.3","17.0","0.2","19.7","265.0","1.3","0.0","68.3"
"","low","2.1","12.2","0.0","13.6","182.3","1.0","0.2","44.3"
"Mo Alie-Cox","INDhigh","TE45","0.0","0.0","0.0","17.3","193.9","2.0","0.0","48.8"
"","high","0.0","0.0","0.0","34.0","355.0","5.0","0.0","64.8"
"","low","0.0","0.0","0.0","10.0","107.0","1.0","0.1","35.4"
"Dalvin Cook","DALhigh","RB76","49.3","229.5","1.6","8.5","60.8","0.3","0.0","48.8"
"","high","66.5","294.5","2.0","15.4","106.5","0.9","0.0","64.1"
"","low","32.0","116.0","1.0","1.0","8.0","0.0","0.0","18.5"
"Trey Sermon","INDhigh","RB77","52.8","254.5","1.4","7.9","54.5","0.2","0.1","47.7"
"","high","64.7","318.0","2.0","12.0","81.5","0.4","0.0","69.2"
"","low","36.7","148.1","0.7","2.0","8.0","0.0","0.3","32.9"
"Chris Rodriguez Jr.","WAShigh","RB78","0.0","235.0","2.0","7.0","51.0","0.0","0.0","47.6"
"","high","0.0","235.0","2.0","7.0","51.0","0.0","0.0","54.6"
"","low","0.0","235.0","2.0","7.0","51.0","0.0","0.0","54.6"
"Josh Oliver","MINhigh","TE46","0.0","0.0","0.0","19.7","190.6","1.4","0.4","46.6"
"","high","0.0","0.0","0.0","27.0","258.0","2.0","0.0","48.3"
"","low","0.0","0.0","0.0","11.0","116.0","1.0","1.0","47.0"
"Durham Smythe","MIAhigh","TE47","0.0","0.0","0.0","19.6","191.4","1.3","0.0","46.4"
"","high","0.0","0.0","0.0","37.0","385.0","2.0","0.0","69.8"
"","low","0.0","0.0","0.0","4.8","45.0","0.2","0.1","25.8"
"Isaac Guerendo","SFhigh","RB79","39.2","226.5","1.9","6.5","52.9","0.1","0.1","46.1"
"","high","45.4","336.0","3.0","12.0","91.0","0.3","0.0","79.2"
"","low","33.0","147.0","1.0","2.0","27.0","0.0","0.2","19.5"
"Emari Demercado","ARIhigh","RB80","34.2","149.1","1.1","13.4","88.5","0.4","0.4","45.0"
"","high","49.0","212.0","2.0","22.0","136.0","1.0","0.0","68.0"
"","low","9.9","40.5","0.2","3.9","24.5","0.0","1.0","22.0"
"Adam Trautman","DENhigh","TE48","0.0","0.0","0.0","17.3","168.4","1.5","0.0","43.3"
"","high","0.0","0.0","0.0","25.0","236.0","3.0","0.0","50.3"
"","low","0.0","0.0","0.0","12.3","118.7","0.7","0.1","33.4"
"Brevin Jordan","HOUhigh","TE49","0.0","0.0","0.0","14.6","183.6","1.7","0.0","43.1"
"","high","0.0","0.0","0.0","26.0","400.0","5.0","0.0","76.6"
"","low","0.0","0.0","0.0","8.1","86.8","0.6","0.1","26.9"
"Tanner Hudson","CINhigh","TE50","0.0","0.0","0.0","17.8","171.4","1.4","0.0","43.1"
"","high","0.0","0.0","0.0","25.0","245.0","2.0","0.0","73.9"
"","low","0.0","0.0","0.0","12.0","113.0","0.6","0.1","27.8"
"Brock Wright","DEThigh","TE51","0.0","0.0","0.0","17.1","163.2","1.6","0.1","43.1"
"","high","0.0","0.0","0.0","27.0","251.0","3.0","0.0","51.1"
"","low","0.0","0.0","0.0","8.2","83.6","0.7","0.1","29.4"
"Austin Hooper","NEhigh","TE52","0.0","0.0","0.0","19.2","182.4","0.9","0.0","42.9"
"","high","0.0","0.0","0.0","29.0","265.0","1.1","0.0","50.3"
"","low","0.0","0.0","0.0","10.8","109.0","0.5","0.1","33.3"
"Jaheim Bell","NEhigh","TE53","0.0","0.0","0.0","16.5","172.5","1.5","0.0","42.8"
"","high","0.0","0.0","0.0","23.0","253.0","2.0","0.0","76.8"
"","low","0.0","0.0","0.0","10.0","92.0","1.0","0.0","26.5"
"Tyquan Thornton","NEhigh","WR127","1.2","8.0","0.0","16.0","198.6","1.0","0.1","42.6"
"","high","2.4","16.1","0.1","20.4","239.9","1.1","0.0","48.1"
"","low","0.0","0.0","0.0","9.0","117.0","0.9","0.2","43.5"
"Cordarrelle Patterson","PIThigh","RB81","36.0","155.5","1.1","10.4","79.0","0.3","0.1","42.3"
"","high","38.0","173.7","1.2","17.7","136.3","0.9","0.0","55.2"
"","low","33.0","139.0","1.0","3.0","23.0","0.0","0.2","23.4"
"Johnny Mundt","MINhigh","TE54","0.0","0.0","0.0","18.4","174.1","1.0","0.1","42.0"
"","high","0.0","0.0","0.0","24.0","222.7","1.3","0.0","58.9"
"","low","0.0","0.0","0.0","15.7","139.6","0.9","0.2","31.4"
"D.J. Montgomery","INDhigh","WR128","0.0","6.0","0.0","16.0","192.0","1.0","0.0","41.8"
"","high","0.0","6.0","0.0","16.0","192.0","1.0","0.0","57.8"
"","low","0.0","6.0","0.0","16.0","192.0","1.0","0.0","57.8"
"Mack Hollins","BUFhigh","WR129","0.0","0.0","0.0","14.4","185.4","1.3","0.0","40.8"
"","high","0.0","0.0","0.0","23.3","305.9","2.0","0.0","57.0"
"","low","0.0","0.0","0.0","10.0","122.3","0.9","0.1","32.0"
"Jeremy Ruckert","NYJhigh","TE55","0.0","0.0","0.0","16.7","165.9","1.2","0.1","40.5"
"","high","0.0","0.0","0.0","26.0","257.0","2.0","0.0","59.6"
"","low","0.0","0.0","0.0","4.3","40.6","0.3","0.2","22.5"
"Will Shipley","PHIhigh","RB82","33.9","180.0","1.5","6.3","47.7","0.4","0.1","40.3"
"","high","34.1","286.0","2.0","11.0","84.0","1.0","0.0","72.3"
"","low","33.7","143.7","0.8","2.0","25.0","0.0","0.2","25.3"
"Jake Bobo","SEAhigh","WR130","0.0","1.3","0.0","15.0","173.7","1.3","0.1","39.9"
"","high","0.0","4.0","0.0","20.0","246.0","2.0","0.0","72.0"
"","low","0.0","0.0","0.0","10.4","118.3","0.8","0.2","31.2"
"Elijah Higgins","ARIhigh","TE56","0.0","0.0","0.0","16.3","177.6","1.0","0.0","39.9"
"","high","0.0","0.0","0.0","31.0","373.0","2.0","0.0","57.3"
"","low","0.0","0.0","0.0","3.6","33.3","0.2","0.1","20.8"
"David Bell","CLEhigh","WR131","0.0","1.0","0.0","15.2","157.5","1.5","0.0","39.9"
"","high","0.0","4.0","0.0","33.0","330.0","4.0","0.0","63.2"
"","low","0.0","0.0","0.0","6.8","71.5","0.3","0.1","24.1"
"Evan Hull","INDhigh","RB83","0.0","134.0","1.0","8.0","59.0","1.0","0.0","39.3"
"","high","0.0","134.0","1.0","8.0","59.0","1.0","0.0","47.3"
"","low","0.0","134.0","1.0","8.0","59.0","1.0","0.0","47.3"
"Isaiah Hodgins","NYGhigh","WR132","0.0","4.0","0.0","14.0","183.0","1.0","0.0","38.7"
"","high","0.0","4.0","0.0","14.0","183.0","1.0","0.0","52.7"
"","low","0.0","4.0","0.0","14.0","183.0","1.0","0.0","52.7"
"Cam Akers","HOUhigh","RB84","41.3","192.5","1.4","5.7","43.6","0.2","0.1","38.6"
"","high","48.8","248.0","2.0","8.8","71.0","0.4","0.0","52.9"
"","low","33.8","134.9","0.9","2.2","15.9","0.0","0.1","26.5"
"Kyle Juszczyk","SFhigh","RB85","5.6","20.2","0.1","14.9","142.5","1.1","0.0","38.5"
"","high","7.0","21.0","0.2","25.0","269.0","2.0","0.0","45.9"
"","low","4.7","19.8","0.0","7.9","70.1","0.5","0.1","27.7"
"Rakim Jarrett","TBhigh","WR133","0.0","10.0","0.0","14.0","175.0","1.0","0.0","38.5"
"","high","0.0","10.0","0.0","14.0","175.0","1.0","0.0","52.5"
"","low","0.0","10.0","0.0","14.0","175.0","1.0","0.0","52.5"
"Deuce Vaughn","DALhigh","RB86","40.0","148.0","1.2","9.1","68.5","0.2","0.4","38.4"
"","high","58.0","244.8","2.0","14.0","99.2","0.6","0.0","56.8"
"","low","4.6","18.3","0.2","4.3","31.0","0.0","1.0","16.2"
"Donald Parham Jr.","DENhigh","TE57","0.0","0.0","0.0","14.4","150.6","1.4","0.0","38.2"
"","high","0.0","0.0","0.0","15.0","160.0","2.0","0.0","57.4"
"","low","0.0","0.0","0.0","13.9","141.1","0.9","0.0","33.8"
"Justin Watson","KChigh","WR134","0.0","0.0","0.0","12.7","179.1","1.3","0.1","38.1"
"","high","0.0","0.0","0.0","14.8","215.8","1.7","0.0","44.5"
"","low","0.0","0.0","0.0","11.0","144.0","1.0","0.2","36.7"
"Donovan Peoples-Jones","DEThigh","WR135","0.0","4.0","0.0","13.0","181.0","1.0","0.0","37.5"
"","high","0.0","4.0","0.0","13.0","181.0","1.0","0.0","50.5"
"","low","0.0","4.0","0.0","13.0","181.0","1.0","0.0","50.5"
"Pierre Strong Jr.","CLEhigh","RB87","51.1","226.6","1.2","5.5","42.3","0.1","1.4","37.4"
"","high","129.0","673.0","3.0","8.3","62.0","0.3","0.0","74.5"
"","low","8.3","34.5","0.2","3.0","30.0","0.0","4.0","14.8"
"Trent Sherfield Sr.","MINhigh","WR136","0.0","2.0","0.0","13.9","165.6","1.0","0.0","36.4"
"","high","0.0","4.0","0.0","14.8","167.0","1.0","0.0","50.0"
"","low","0.0","0.0","0.0","13.0","164.2","0.9","0.0","35.6"
"Robert Tonyan","MINhigh","TE58","0.0","0.0","0.0","15.0","153.0","1.0","0.0","36.3"
"","high","0.0","0.0","0.0","15.0","153.0","1.0","0.0","51.3"
"","low","0.0","0.0","0.0","15.0","153.0","1.0","0.0","51.3"
"Isaiah Williams","DEThigh","WR137","0.0","0.0","0.0","13.6","161.8","1.1","0.1","36.1"
"","high","0.0","0.0","0.0","13.6","161.8","1.1","0.1","37.5"
"","low","0.0","0.0","0.0","13.6","161.8","1.1","0.1","37.5"
"Darnell Washington","PIThigh","TE59","0.0","0.0","0.0","15.5","151.6","0.9","0.0","36.0"
"","high","0.0","0.0","0.0","23.7","221.8","1.7","0.0","51.8"
"","low","0.0","0.0","0.0","9.0","89.0","0.0","0.1","19.5"
"Brandon Powell","MINhigh","WR138","1.9","14.6","0.0","14.7","143.4","0.9","0.1","35.8"
"","high","3.8","23.0","0.1","18.4","173.2","1.0","0.0","51.1"
"","low","0.0","0.0","0.0","11.6","116.1","0.6","0.2","35.1"
"Parris Campbell","PHIhigh","WR139","0.0","5.0","0.0","14.0","152.0","1.0","0.0","35.7"
"","high","0.0","5.0","0.0","14.0","152.0","1.0","0.0","49.7"
"","low","0.0","5.0","0.0","14.0","152.0","1.0","0.0","49.7"
"Malik Washington","MIAhigh","WR140","2.1","13.3","0.1","12.6","157.0","1.0","0.0","35.6"
"","high","2.1","14.0","0.1","13.0","166.0","1.0","0.0","49.6"
"","low","2.1","12.6","0.0","12.2","148.0","0.9","0.1","35.2"
"Bub Means","NOhigh","WR141","0.0","0.0","0.0","13.2","160.2","1.1","0.0","35.5"
"","high","0.0","0.0","0.0","14.5","175.4","1.1","0.0","45.7"
"","low","0.0","0.0","0.0","12.0","145.0","1.0","0.1","37.4"
"Dylan Laube","LVhigh","RB88","27.0","145.3","1.1","7.7","57.2","0.1","0.0","35.2"
"","high","37.7","256.0","2.0","15.0","110.0","0.3","0.0","71.3"
"","low","15.2","62.3","0.3","2.0","22.0","0.0","0.1","18.7"
"Isaiah Davis","NYJhigh","RB89","45.7","168.4","1.3","5.6","41.0","0.1","0.1","34.7"
"","high","65.4","276.2","1.8","8.9","63.1","0.4","0.0","52.3"
"","low","26.0","104.0","1.0","3.0","23.0","0.0","0.3","16.6"
"Braxton Berrios","MIAhigh","WR142","0.0","2.7","0.0","14.4","140.6","0.9","0.1","34.2"
"","high","0.0","8.0","0.0","15.0","149.0","1.0","0.0","57.1"
"","low","0.0","0.0","0.0","14.0","131.0","0.9","0.2","32.6"
"Michael Carter","ARIhigh","RB90","0.0","111.0","1.0","10.0","69.0","0.0","0.0","34.0"
"","high","0.0","111.0","1.0","10.0","69.0","0.0","0.0","44.0"
"","low","0.0","111.0","1.0","10.0","69.0","0.0","0.0","44.0"
"Cornelius Johnson","LAChigh","WR143","0.0","0.0","0.0","11.0","166.0","1.0","0.0","33.6"
"","high","0.0","0.0","0.0","11.0","166.0","1.0","0.0","44.6"
"","low","0.0","0.0","0.0","11.0","166.0","1.0","0.0","44.6"
"Tyler Goodson","INDhigh","RB91","25.1","130.9","0.9","7.5","54.4","0.4","0.1","33.2"
"","high","48.0","205.5","1.5","16.0","120.0","1.0","0.0","65.6"
"","low","2.4","9.9","0.0","2.0","13.4","0.0","0.2","10.6"
"Ryan Flournoy","DALhigh","WR144","0.0","0.0","0.0","12.0","141.1","1.1","0.0","32.5"
"","high","0.0","0.0","0.0","13.0","156.3","1.2","0.0","41.6"
"","low","0.0","0.0","0.0","11.0","126.0","1.0","0.1","34.5"
"Luke Schoonmaker","DALhigh","TE60","0.0","0.0","0.0","12.4","123.9","1.3","0.0","32.4"
"","high","0.0","0.0","0.0","18.2","180.9","1.6","0.0","40.2"
"","low","0.0","0.0","0.0","7.0","59.0","1.0","0.1","20.4"
"Marquez Valdes-Scantling","BUFhigh","WR145","0.0","1.0","0.0","9.9","155.0","1.2","0.0","32.4"
"","high","0.0","3.0","0.0","15.0","226.0","2.0","0.0","59.8"
"","low","0.0","0.0","0.0","6.1","97.2","0.6","0.1","23.6"
"Ainias Smith","PHIhigh","WR146","0.0","6.0","0.0","11.0","141.0","1.0","0.0","31.7"
"","high","0.0","6.0","0.0","11.0","141.0","1.0","0.0","42.7"
"","low","0.0","6.0","0.0","11.0","141.0","1.0","0.0","42.7"
"Jamari Thrash","CLEhigh","WR147","0.0","6.0","0.0","11.0","141.0","1.0","0.0","31.7"
"","high","0.0","6.0","0.0","11.0","141.0","1.0","0.0","42.7"
"","low","0.0","6.0","0.0","11.0","141.0","1.0","0.0","42.7"
"Connor Heyward","PIThigh","TE61","0.0","0.0","0.0","14.6","130.5","0.7","0.0","31.7"
"","high","0.0","0.0","0.0","24.0","202.0","1.2","0.0","38.8"
"","low","0.0","0.0","0.0","3.4","31.1","0.0","0.1","19.2"
"Josh Whyle","TENhigh","TE62","0.0","0.0","0.0","12.5","127.7","1.1","0.0","31.6"
"","high","0.0","0.0","0.0","23.0","236.0","2.0","0.0","71.1"
"","low","0.0","0.0","0.0","1.8","18.2","0.2","0.1","15.0"
"Davis Allen","LARhigh","TE63","0.0","0.0","0.0","12.6","129.2","1.0","0.0","31.3"
"","high","0.0","0.0","0.0","13.3","137.2","1.1","0.0","44.8"
"","low","0.0","0.0","0.0","11.0","115.0","0.8","0.1","22.6"
"Johnny Wilson","PHIhigh","WR148","0.0","2.5","0.0","11.8","140.0","0.9","0.0","31.2"
"","high","0.0","5.0","0.0","14.0","167.0","1.0","0.0","49.0"
"","low","0.0","0.0","0.0","9.7","113.0","0.7","0.1","27.4"
"Jordan Akins","CLEhigh","TE64","0.0","0.0","0.0","12.5","124.7","1.0","0.1","31.0"
"","high","0.0","0.0","0.0","22.9","224.3","1.6","0.0","44.1"
"","low","0.0","0.0","0.0","8.0","80.0","0.5","0.2","22.5"
"Jacob Cowing","SFhigh","WR149","0.0","6.0","0.0","11.0","134.0","1.0","0.0","31.0"
"","high","0.0","6.0","0.0","11.0","134.0","1.0","0.0","42.0"
"","low","0.0","6.0","0.0","11.0","134.0","1.0","0.0","42.0"
"Jase McClellan","ATLhigh","RB92","31.2","129.1","1.0","5.4","43.7","0.4","0.0","30.9"
"","high","34.0","151.0","1.0","10.0","75.0","1.0","0.0","46.7"
"","low","28.4","118.0","0.9","2.0","26.0","0.0","0.1","18.4"
"Devaughn Vele","DENhigh","WR150","0.0","0.0","0.0","11.8","139.1","0.9","0.0","30.9"
"","high","0.0","0.0","0.0","13.6","155.2","1.0","0.0","40.1"
"","low","0.0","0.0","0.0","10.0","123.0","0.8","0.1","31.8"
"Ameer Abdullah","LVhigh","RB93","26.8","102.5","0.2","10.7","78.4","0.1","0.0","30.8"
"","high","47.0","223.0","0.6","17.0","125.0","0.4","0.0","36.5"
"","low","9.4","38.0","0.0","3.7","26.3","0.0","0.1","19.4"
"Devin Culp","TBhigh","TE65","0.0","0.0","0.0","12.0","124.0","1.0","0.0","30.4"
"","high","0.0","0.0","0.0","13.0","135.0","1.0","0.0","44.5"
"","low","0.0","0.0","0.0","11.0","113.0","1.0","0.0","22.0"
"Tanner McLachlan","CINhigh","TE66","0.0","0.0","0.0","12.0","122.5","1.0","0.0","30.3"
"","high","0.0","0.0","0.0","12.0","123.0","1.0","0.0","42.3"
"","low","0.0","0.0","0.0","12.0","122.0","1.0","0.0","23.0"
"Foster Moreau","NOhigh","TE67","0.0","0.0","0.0","11.6","128.6","1.0","0.0","30.2"
"","high","0.0","0.0","0.0","15.9","182.1","1.3","0.0","40.2"
"","low","0.0","0.0","0.0","8.5","96.1","0.6","0.1","22.6"
"Tahj Washington","MIAhigh","WR151","0.0","0.0","0.0","11.0","131.0","1.0","0.0","30.1"
"","high","0.0","0.0","0.0","11.0","131.0","1.0","0.0","41.1"
"","low","0.0","0.0","0.0","11.0","131.0","1.0","0.0","41.1"
"Will Mallory","INDhigh","TE68","0.0","0.0","0.0","12.1","126.9","0.9","0.0","30.1"
"","high","0.0","0.0","0.0","14.7","147.9","1.0","0.0","40.9"
"","low","0.0","0.0","0.0","10.0","116.0","0.7","0.1","22.1"
"Nick Westbrook-Ikhine","TENhigh","WR152","0.0","1.3","0.0","10.6","143.3","0.8","0.0","29.9"
"","high","0.0","4.0","0.0","13.0","180.0","1.0","0.0","48.0"
"","low","0.0","0.0","0.0","8.3","101.9","0.7","0.1","24.6"
"JaMycal Hasty","NEhigh","RB94","22.1","99.5","0.7","8.9","59.1","0.1","0.1","29.7"
"","high","29.4","127.0","1.0","11.7","78.7","0.4","0.0","45.0"
"","low","9.1","36.5","0.2","3.9","27.7","0.0","0.2","17.0"
"Pharaoh Brown","SEAhigh","TE69","0.0","0.0","0.0","11.5","126.4","0.9","0.0","29.5"
"","high","0.0","0.0","0.0","15.9","159.3","1.0","0.0","33.5"
"","low","0.0","0.0","0.0","7.0","73.0","0.6","0.1","23.5"
"Tejhaun Palmer","ARIhigh","WR153","0.0","0.0","0.0","11.0","122.0","1.0","0.0","29.2"
"","high","0.0","0.0","0.0","11.0","122.0","1.0","0.0","40.2"
"","low","0.0","0.0","0.0","11.0","122.0","1.0","0.0","40.2"
"Marcus Rosemy-Jacksaint","PHIhigh","WR154","0.0","6.0","0.0","10.0","126.0","1.0","0.0","29.2"
"","high","0.0","6.0","0.0","10.0","126.0","1.0","0.0","39.2"
"","low","0.0","6.0","0.0","10.0","126.0","1.0","0.0","39.2"
"Rasheen Ali","BALhigh","RB95","26.4","149.1","1.2","3.9","31.0","0.1","0.0","29.1"
"","high","36.0","196.0","2.0","6.0","44.0","0.2","0.0","39.9"
"","low","16.7","70.2","0.5","2.0","23.0","0.0","0.1","17.3"
"Brandon Johnson","PIThigh","WR155","0.0","7.0","0.0","10.0","124.0","1.0","0.0","29.1"
"","high","0.0","7.0","0.0","10.0","124.0","1.0","0.0","39.1"
"","low","0.0","7.0","0.0","10.0","124.0","1.0","0.0","39.1"
"Ian Thomas","CARhigh","TE70","0.0","0.0","0.0","12.7","129.5","0.6","0.0","29.0"
"","high","0.0","0.0","0.0","21.0","208.0","1.0","0.0","33.3"
"","low","0.0","0.0","0.0","6.0","66.0","0.0","0.1","24.2"
"Jordan Whittington","LARhigh","WR156","0.0","0.0","0.0","10.8","129.6","0.9","0.0","29.0"
"","high","0.0","0.0","0.0","11.0","131.2","1.0","0.0","40.6"
"","low","0.0","0.0","0.0","10.7","128.0","0.8","0.1","28.5"
"Nikko Remigio","KChigh","WR157","0.0","0.0","0.0","10.0","130.0","1.0","0.0","29.0"
"","high","0.0","0.0","0.0","10.0","130.0","1.0","0.0","39.0"
"","low","0.0","0.0","0.0","10.0","130.0","1.0","0.0","39.0"
"AJ Barner","SEAhigh","TE71","0.0","0.0","0.0","11.6","118.3","0.9","0.0","28.7"
"","high","0.0","0.0","0.0","14.0","150.0","1.0","0.0","46.6"
"","low","0.0","0.0","0.0","9.7","96.8","0.7","0.1","21.6"
"Isaiah McKenzie","NYGhigh","WR158","0.0","10.0","0.0","11.0","107.0","1.0","0.0","28.7"
"","high","0.0","10.0","0.0","11.0","107.0","1.0","0.0","39.7"
"","low","0.0","10.0","0.0","11.0","107.0","1.0","0.0","39.7"
"Allen Robinson II","DEThigh","WR159","0.0","4.0","0.0","11.0","113.0","1.0","0.0","28.7"
"","high","0.0","4.0","0.0","11.0","113.0","1.0","0.0","39.7"
